name;price;quantity;code
IOGURTE DANONE DANONINHO LEITE FERMENTADO UNIDADE;8;81;1611200915043
IOGURTE DANONE GREGO ABACAXI C/ COCO;8;81;9383916645732
IOGURTE DANONE GREGO CHESECAKE DE GOIABA;8;81;9631343926551
IOGURTE DANONE GREGO FONDUE MOR/CHOCOLATE;8;81;3739672466239
IOGURTE DANONE GREGO TORTA DE MACA;8;81;8872104481017
IOGURTE DANONE INTEGRAL;8;81;5198109694388
IOGURTE DANONE LAR/CENOURA/MAMAO;8;81;2100657787172
IOGURTE DANONE NATURAL;8;81;1148394227176
IOGURTE DANONE NATURAL DESNATADO;8;81;2961614717713
IOGURTE DANONE NATURAL LAR/CEN/MEL;8;81;8001888502212
IOGURTE DANONE NATURAL ORIG ;8;81;8544031585311
IOGURTE DANONE OVERCAP KELLNES;8;81;8402659759655
IOGURTE DANONE PEDACOS DE FRUTA COCO;8;81;5736142849293
IOGURTE DANONE PEDACOS DE FRUTA MORANGO;8;81;7579351225422
IOGURTE DANONE PEDACOS DE FRUTA PESSEGO E MARACUJA;8;81;1713301463953
IOGURTE DANONE POLPA KIDS MOR/BAN/MACA;8;81;5285558803527
IOGURTE DANONE POLPA MIX DE FRUTAS;8;81;3738360246359
IOGURTE DANONE POLPA MORANGO;8;81;7680645925883
IOGURTE DANONE POLPA MORANGO+ACTIMEL;8;81;8265603869031
IOGURTE DANONINHO CRUSH MORANGO;8;81;3577352079124
IOGURTE DANONINHO POLPA MORANGO;8;81;1722899901556
IOGURTE DANONINHO PRONTO P/BEBER BAN/MACA;8;81;2993496894177
IOGURTE DE MORANGO FRIMESA;8;81;6472663759199
IOGURTE DE MORANGO GARRAFA;8;81;8072786121186
IOGURTE DESNATADO C PEDACOS DE PESSEGO;8;81;1927306543550
IOGURTE DESNATADO DANONE;8;81;6692025326126
IOGURTE DESNATADO FRIMESA;8;81;4310958368293
IOGURTE DIETALAT AMEIXA 170GR;8;81;5021301010974
IOGURTE ELEGE LIQUIDO LIGHT MORANGO;8;81;4031855396475
IOGURTE FARINHA LACTEA;8;81;8502101069648
IOGURTE FRIMESA C/MEL;8;81;9340302281430
IOGURTE FRIMESA COCO R;8;81;4046137952601
IOGURTE FRIMESA MAMAO E LARANJA;8;81;5513027036014
IOGURTE FRIMESA MORANGO R;8;81;7039010365761
IOGURTE FRUITO BATIDO CMEL 600GR;8;81;1891686417223
IOGURTE FRUITO CSUCO MORANGO 1LT;8;81;1134794392437
IOGURTE FRUITO ITAMBE MORANGO;8;81;6071620031503
IOGURTE FRUITO PESSEGO 600GR;8;81;9235141121481
IOGURTE FRUTAMBE BAUNILHA COM MORANGO;8;81;2536819278658
IOGURTE FRUTAMBE BAUNILHA/MARACUJA;8;81;4992430359977
IOGURTE FRUTAS VERMELHO COPO;8;81;8837068929274
IOGURTE GELEIA C/PED FRUTAS;8;81;8279482748915
IOGURTE GREGO COM MORANGO BATAVO;8;81;9806033960434
IOGURTE GREGO DANONE CARAMELO;8;81;8663326684875
IOGURTE GREGO DANONE FRUTAS VERMELHAS;8;81;7789061816292
IOGURTE GREGO DANONE MARACUJA LIGHT;8;81;7033040438213
IOGURTE GREGO DANONE PERA C/CARAMELO SALGADINHO;8;81;4764097328971
IOGURTE GREGO DANONE TRADICIONAL;8;81;9101778163107
IOGURTE GREGO INTEGRAL TRADICIONAL DANONE;8;81;8056192370156
IOGURTE GREGO ITAMBE BICAMADA FRUTAS AMARELAS;8;81;7783370833904
IOGURTE GREGO ITAMBE BICAMADA MORANGO;8;81;7192570326626
IOGURTE GREGO ITAMBE NOLAC;8;81;7805893189185
IOGURTE GREGO ITAMBE NOLAC TRADICIONAL;8;81;4139795096180
IOGURTE GREGO ITAMBE TRADICIONAL;8;81;1285549581965
IOGURTE GREGO ITAMBE ZERO BICAMADA FRUTAS VERMELHAS;8;81;3272821157910
IOGURTE GREGO VIGOR BANANA CARAMELADA;8;81;6381981798509
IOGURTE GREGO VIGOR BAUNILHA;8;81;4792116367402
IOGURTE GREGO VIGOR BLUEBERRY;8;81;5208935515484
IOGURTE GREGO VIGOR CAFE;8;81;8020206945541
IOGURTE GREGO VIGOR FLOCOS;8;81;5379947099853
IOGURTE GREGO VIGOR FRUTAS AMARELAS;8;81;6766645921591
IOGURTE GREGO VIGOR FRUTAS VERMELHAS;8;81;2479593518736
IOGURTE GREGO VIGOR GOIABADA;8;81;7080955189540
IOGURTE GREGO VIGOR LIMAO SICILIANO;8;81;6779563002224
IOGURTE GREGO VIGOR MORANGO E BAUNILHA;8;81;7678813043065
IOGURTE GREGO VIGOR TRADICIONAL;8;81;8142414272379
IOGURTE GREGO VIGOR ZERO ACUCAR TRADICIONAL;8;81;4819999625681
IOGURTE GREGO VIGOR ZERO BAUNILHA;8;81;6868562655652
IOGURTE GREGO VIGOR ZERO FRUTAS VERMELHAS;8;81;1188397428824
IOGURTE GREGO VIGOR ZERO LIMAO SICILIANO;8;81;3138863034089
IOGURTE GREGO VIGOR ZERO MORANGO;8;81;5479213094386
IOGURTE GREGO VIGOR ZERO PERA;8;81;8836061439994
IOGURTE GREGO VIGOR ZERO TRADICIONAL;8;81;7710825405768
IOGURTE GREGO VIGOR ZERO TRADICIONAL S/ LACTOSE;8;81;7651010371096
IOGURTE INEGRAL MEL;8;81;2068178890317
IOGURTE INTEGRAL MEL;8;81;5891813810961
IOGURTE ITAMBE COCO;8;81;5221589305788
IOGURTE ITAMBE DESNATADO;8;81;8742587695091
IOGURTE ITAMBE FIT LIGHT ABAC 480GR;8;81;3614283007938
IOGURTE ITAMBE FIT LIGHT AMEIXA;8;81;2853572973958
IOGURTE ITAMBE FIT LIGHT FR VERMELHO 480GR;8;81;2765168654385
IOGURTE ITAMBE FIT LIGHT MEL;8;81;5811025425946
IOGURTE ITAMBE FIT LIGHT MOR 180GR;8;81;3364908572040
IOGURTE ITAMBE FIT LIGHT MOR 600GR;8;81;7444767353641
IOGURTE ITAMBE FIT LIGHT PESS;8;81;6148616360554
IOGURTE ITAMBE FIT PEDACOS MORANGO;8;81;6795650027352
IOGURTE ITAMBE FIT ZERO MORANGO;8;81;6134388661822
IOGURTE ITAMBE FRUITO 600GR PAPAIA;8;81;4772141167067
IOGURTE ITAMBE FRUTAS VERMELHAS;8;81;1000762375859
IOGURTE ITAMBE LARANJA;8;81;3163097447360
IOGURTE ITAMBE MAMAO COM LARANJA;8;81;6163384397982
IOGURTE ITAMBE MARACUJA;8;81;9721620272394
IOGURTE ITAMBE MEL;8;81;5623865118555
IOGURTE ITAMBE MORANGO;8;81;6872181405850
IOGURTE ITAMBE MORANGO E COCO;8;81;3679706434653
IOGURTE ITAMBE NATURAL;8;81;1037444853971
IOGURTE ITAMBE NATURAL GRANOLA;8;81;1554586783071
IOGURTE ITAMBE NOLAC COCO;8;81;5327845797529
IOGURTE ITAMBE NOLAC DESNATADO;8;81;1418747459735
IOGURTE ITAMBE NOLAC FRAMB /BLUEBERRY;8;81;7837156357890
IOGURTE ITAMBE NOLAC FRUTAS VERMELHAS;8;81;4641718279255
IOGURTE ITAMBE NOLAC NATURAL;8;81;9045247012186
IOGURTE ITAMBE NOLAC ZER BAUN ;8;81;7635528563081
IOGURTE ITAMBE PLENUS MORANGO C/4;8;81;8614353432976
IOGURTE ITAMBE VITAMBE COCO FSCO;8;81;9612134060194
IOGURTE ITAMBE VITAMBE MAMAO/LAR FSCO;8;81;6494747078266
IOGURTE ITAMBE VITAMINA COM CEREAL;8;81;8184134170387
IOGURTE KIDS OVERCAP DANONE;8;81;8916895625665
IOGURTE KON FRUTAS TIROL ABACAXI;8;81;9170935280923
IOGURTE KON FRUTAS TIROL MORANGO;8;81;8744623061587
IOGURTE KON FRUTAS TIROL PESSEGO;8;81;5331850789511
IOGURTE LACTEA BANDEIJA;8;81;1021803762508
IOGURTE LECO LIGHT FR CROC MACA CAIXA 2X100GR;8;81;6823902054740
IOGURTE LIGHT BATAVO;8;81;1694374417190
IOGURTE LIQUIDO DANONE MORANGO;8;81;4719857870305
IOGURTE LIQUIDO DANONINHO MORANGO;8;81;4720975342494
IOGURTE LIQUIDO ITAMBE FIT ZERO MAM/LAR;8;81;1040642806835
IOGURTE LIQUIDO LECO LIGHT FRUTAS/CEREAIS;8;81;1545771419835
IOGURTE LIQUIDO LECO LIGHT MORANGO;8;81;5245097257189
IOGURTE LIQUIDO LECTIVE 1LT LIGHT BATIDO;8;81;3162475380201
IOGURTE LIQUIDO NESTLE GREGO FR VERMELHAS;8;81;3473881068139
IOGURTE LIQUIDO NESTLE GREGO TRADIC;8;81;3172325276849
IOGURTE LIQUIDO VIGOR CALCIO+ MORANGO;8;81;8555744814837
IOGURTE LIQUIDO VIGOR FRUTAS VERMELHAS;8;81;5173237979892
IOGURTE LIQUIDO VIGOR LACTIVE 7 GRAOS;8;81;6288910459575
IOGURTE LIQUIDO VIGOR LACTIVE AMEIXA;8;81;4394193201107
IOGURTE LIQUIDO VIGOR LACTIVE MORANGO;8;81;4606641701298
IOGURTE LIQUIDO VIGOR VITAMINA;8;81;3715557744485
IOGURTE LIQUIDO VITALAT MORANGO;8;81;2762941963258
IOGURTE MOLICO BI-CAMADA ABAC;8;81;7917889782001
IOGURTE MOLICO BI-CAMADA AMEIXA 130GR;8;81;9722713759388
IOGURTE MOLICO C/6;8;81;7830295595348
IOGURTE MOLICO LIGHT;8;81;7797933912871
IOGURTE MORANGO DIETALAT;8;81;5383627819778
IOGURTE MORANGO FRIMESA COPO;8;81;2641469075585
IOGURTE NATURAIS SOJA CREME BATAVO 400GR BAN/MACA;8;81;7383941198770
IOGURTE NATURAL;8;81;8066916972382
IOGURTE NATURAL C/PROPOLIS;8;81;7617341349127
IOGURTE NATURAL DANONE;8;81;3625355141349
IOGURTE NATURAL DESNATADO VIGOR;8;81;8720976371002
IOGURTE NATURAL INTEGRAL FRIMESA;8;81;5690285089598
IOGURTE NATURAL LAR/CEN/MEL;8;81;6384195336992
IOGURTE NATURAL TIROL DESNATADO;8;81;5636060482111
IOGURTE NESTLE CEREAIS/MEL;8;81;2718638790469
IOGURTE NESTLE CHAMYTO CITRICO;8;81;9632083538765
IOGURTE NESTLE CHAMYTO MORANGO;8;81;6737346716994
IOGURTE NESTLE GALAK;8;81;4233321275242
IOGURTE NESTLE LA FRUTTA DAMASCO;8;81;2609172827123
IOGURTE NESTLE LA FRUTTA MORANGO;8;81;4854643856913
IOGURTE NESTLE MARACUJA CAMOMILA R;8;81;3734362394679
IOGURTE NESTLE MOLICO F FIB PESSEGO BDJ;8;81;8982949649908
IOGURTE NESTLE PEDACO TR MORANGO;8;81;8635964820906
IOGURTE NESTLE PESSEGO R;8;81;5365854162616
IOGURTE NESTLE UVA E SALVIA;8;81;1836806370622
IOGURTE NUTRIMENTAL NUTRY MOR/;8;81;6063887469748
IOGURTE PARMALAT LIQUIDO DIETA MORANGO;8;81;4026051309815
IOGURTE PARMALAT LIQUIDO MOR;8;81;4099044412535
IOGURTE PAULI NAT LAR/CEN/MEL;8;81;2575405839893
IOGURTE PAULI NATURAL DESNAT;8;81;2535579270502
IOGURTE PAULI NATURAL INTEG;8;81;6034407613886
IOGURTE PAULI NATURAL MEL;8;81;8317046001199
IOGURTE PAULISTA DESNATADO;8;81;2614534101178
IOGURTE PAULISTA GRANOLA E MEL;8;81;2540134885737
IOGURTE PAULISTA TRADICIONAL;8;81;6813173839436
IOGURTE PESSEGO;8;81;4535984391095
IOGURTE POLPA MORANGO BATAVO 6/1;8;81;9434631170798
IOGURTE POLPA VIGOR LACTIVE AMEIXA 6X;8;81;7449964045140
IOGURTE SABOR AMEIXA FRIMESA 185-GRS;8;81;3087052780511
IOGURTE TRADICIONAL DANIO DANONE;8;81;9195794951316
IOGURTE TREVINHO APRECIARE C/ FRUTAS 540G;8;81;6016388437123
IOGURTE VIGOR BEAUTY CASTANHA/CHIA;8;81;7760098691924
IOGURTE VIGOR BEAUTY MORANGO;8;81;7702883398992
IOGURTE VIGOR BEAUTY NATURAL;8;81;3845454380334
IOGURTE VIGOR CALCIO POLPA MORANGO;8;81;8827817506013
IOGURTE VIGOR CEREAIS CASTANHA CAJU;8;81;2698015333328
IOGURTE VIGOR CEREAIS MACA CANELA;8;81;1880925425658
IOGURTE VIGOR CEREAIS UVA PASSA;8;81;3437660635266
IOGURTE VIGOR GREGO GANACHE;8;81;7644562327070
IOGURTE VIGOR GREGO MACA/CANELA;8;81;3848567278549
IOGURTE VIGOR GREGO MARACUJA 100GR;8;81;3093992587058
IOGURTE VIGOR GREGO ZERO LACTOSE TRADICIONAL;8;81;6685763874172
IOGURTE VIGOR INTEGRAL AMEIXA;8;81;3835365774380
IOGURTE VIGOR INTEGRAL MEL;8;81;7344686427010
IOGURTE VIGOR INTIMUS S/LACTOSE MORANGO;8;81;3289507118701
IOGURTE VIGOR INTIMUS S/LACTOSE PHIS;8;81;2898162747365
IOGURTE VIGOR LACTIVE MORANGO;8;81;3823484275553
IOGURTE VIGOR MAMAO;8;81;5776818798006
IOGURTE VIGOR NATURAL;8;81;8603566315083
IOGURTE VIGOR ZERO LACTOSE AMEIXA;8;81;4111936610243
IOGURTE VIGOR ZERO LACTOSE DESNATADO;8;81;4984611434231
IOGURTE VIGOR ZERO LACTOSE NATURAL;8;81;1695005930963
IOGURTE VITAMBE LIQUIDO LIG MOR;8;81;1454920943486
IOGURTE VITAMBE MORANGO;8;81;1444613074709
IOGURTE VITAMBE MORANGO C/4UNIDADE;8;81;6025211533289
KISSY GRAVIOLA;8;81;6390306271028
L F DANONE ACTIVIA LIQUIDO SUCO LARANJA;8;81;8838790592764
LC1 ACTIVE NESTLE;8;81;5603236188973
LEITE FERMENTADO;8;81;2505082190194
LEITE FERMENTADO ACTIVIA;8;81;4701468779088
LEITE FERMENTADO ACTIVIA LIQUIDO AVEIA;8;81;7319105252226
LEITE FERMENTADO ACTIVIA LIQUIDO VITAMINA DE FRUTAS VERMELHAS;8;81;8834159739591
LEITE FERMENTADO ACTIVIA LIQUIDO ZERO AMEIXA;8;81;4863965703540
LEITE FERMENTADO CHAMYTO CITRUS;8;81;4285729754860
LEITE FERMENTADO CORPUS DANONE MORANGO;8;81;6465806206258
LEITE FERMENTADO DANITO DANONE BAUNILHA;8;81;6307192511801
LEITE FERMENTADO DANONINHO MOR BDJ;8;81;9424689102666
LEITE FERMENTADO DANUP FRUTAS VERMELHAS;8;81;1370857471337
LEITE FERMENTADO DANUP LIMONADA SUICA;8;81;1487626549674
LEITE FERMENTADO DANUP VITAMINA DE BANANA;8;81;4231118628939
LEITE FERMENTADO ITAMBE ITAMBITO;8;81;7792125095363
LEITE FERMENTADO ITAMBE MICKEY C/6;8;81;5693160776502
LEITE FERMENTADO ITAMBE NOLAC;8;81;2817966161235
LEITE FERMENTADO LIGTH COM POLPA DE MORANGO MOLICO;8;81;8627625426409
LEITE FERMENTADO NINHO;8;81;5301818666535
LEITE FERMENTADO NINHO C/6;8;81;9333677206287
LEITE FERMENTADO PAULISTA MORANGO;8;81;7449879749108
LEITE FERMENTADO YAKULT;8;81;1781261048918
LEITE FERMENTO ACTIMEL LAR/ACEROLA 400GR;8;81;5209276163333
LEITE FERMENTO ACTIVIA AMEIXA;8;81;7267514973926
LEITE FERMENTO ACTIVIA BATIDO;8;81;2200273073024
LEITE FERMENTO ACTIVIA C/1 FIB POLP FTA VERMELHO;8;81;3676253395752
LEITE FERMENTO ACTIVIA COCO;8;81;9835049134522
LEITE FERMENTO ACTIVIA MORANGO;8;81;8903881543369
LEITE FERMENTO ACTIVIA POLPA 7 GRAOS;8;81;6036108018434
LEITE FERMENTO ACTIVIA POLPA AMEIXA/AVEIA;8;81;1424772002221
LEITE FERMENTO ACTIVIA POLPA FRUTAS SORTIDAS;8;81;3903120666783
LEITE FERMENTO ACTIVIA R$1;8;81;2802452740916
LEITE FERMENTO CHAMYTO FRUTAS VERMELHO;8;81;8256988423087
LEITE FERMENTO CORPUS BREAK VITAMINA;8;81;8309235705142
LEITE FERMENTO DAN ACTIMEL 0% TRADICIONAL;8;81;7584737631081
LEITE FERMENTO DAN DANUP MANGA E MORANGO;8;81;5024606685358
LEITE FERMENTO DANITO FRAMBOESA;8;81;8837135761098
LEITE FERMENTO DANITO FRUTMIX;8;81;8888900777032
LEITE FERMENTO DANONE ACTIMEL ZE/T ;8;81;6620428638312
LEITE FERMENTO DANONE ACTIVIA 110GR AMEIXA;8;81;4661369170339
LEITE FERMENTO DANONE ACTIVIA MORANGO 0%;8;81;3973487350666
LEITE FERMENTO DANONE CORPUS BR MA;8;81;2557490451583
LEITE FERMENTO DANONE DENSIA AVEIA C/4;8;81;2309687552003
LEITE FERMENTO DANONE DENSIA MOR;8;81;7341720527398
LEITE FERMENTO DANONINHO;8;81;9496591121376
LEITE FERMENTO DANONINHO L6P5;8;81;6286710152802
LEITE FERMENTO DANONINHO LEITE;8;81;4746681835860
LEITE FERMENTO DENSIA AVEIA;8;81;6066154149769
LEITE FERMENTO DENSIA ORIGINAL;8;81;7652612550946
LEITE FERMENTO ITAMBE PLENUS AMEIXA;8;81;7137568617521
LEITE FERMENTO LIQUIDO DANONE VITAMINA DE FRUTAS;8;81;8874606592492
LEITE FERMENTO PAULISTA;8;81;8487812542943
LEITE FERMENTO PAULISTA MORANGO;8;81;7841482263918
LEITE FERMENTO VIGOR CLUB UVA C 6;8;81;4392557008868
LIQUIDO DE RS;8;81;1349760068311
MOUSSE DE MARACUJA;8;81;1854191105203
MUCILON FRUTAS SORTIDAS NESTLE;8;81;9386342041234
MUCILON ORIGINAL CAIXINHA;8;81;6902208111073
MUCILON ORIGINAL NESTLE;8;81;7295420756745
NECTAR CHAMYTO MACA;8;81;1921596331758
NESTLE IOGURTE CREMOSO INTEGRAL;8;81;9657879252311
NESTLE IOGURTE GREGO BAUNILHA;8;81;6067994486542
NESTLE IOGURTE GREGO C/4 LIGHT MARACUJA;8;81;5465763105567
NESTLE IOGURTE GREGO C/4 PESSEGO;8;81;7554153668333
NESTLE IOGURTE GREGO INTEGRAL;8;81;4573431959376
NESTLE IOGURTE GREGO LIGHT MARACUJA;8;81;3364403275672
NESTLE IOGURTE GREGO LIGHT MEL;8;81;7525125043072
NESTLE IOGURTE NINHO MACA/BANANA;8;81;9573073216722
NESTLE IOGURTE NINHO MORANGO;8;81;6701953783706
NESTLE MEL;8;81;5828403130933
NESTLE MOLICO 0%GORD C4;8;81;4970468057419
NESTLE MOLICO COPO;8;81;1698951070645
NESTLE MOLICO LEITE FERMENTO C/4 F VERMELHO;8;81;3750132428162
NESTLE MOLICO LIGHT 0%GORD ;8;81;4723803263895
NESTLE NATURAL;8;81;7238344050192
NESTLE NATURAL DESNATADO;8;81;7892330706551
NESTON NESTLE BANDEJA;8;81;5053325821829
NESVIRA NESTLE;8;81;5789195905624
NESVITA;8;81;3752924669919
NESVITA MEL NESTLE;8;81;9952609675628
NESVITA NESTLE AMEIXA;8;81;4894004020173
NINHO IOGURTE LIQ MACA E BANANA48X170GBR;8;81;6908552256097
NINHO MACA/BANANA 900GRS;8;81;5426869751642
NINHO MORANGO 900GRS;8;81;7166031586956
NINHO SOLEI L;8;81;7434736341712
NINHO SOLEIL FARINHA LACTEA;8;81;6086178563909
NINHO SOLEIL MACA /BANANA;8;81;3074853929696
NINHO SOLEIL MORANGO;8;81;3033850392925
NINHO SOLEIL SABOR MACA E BANANA;8;81;8152666210719
PARFAIT BATAVO;8;81;5249641250313
PAULISTA MEL R;8;81;1967630898343
POLPA CHAMITO;8;81;6719927576897
POLPA CORPUS + O %;8;81;4925530646586
POLPA DANONE CORPUS DEL LIGHT;8;81;5502675058485
POLPA DANONE MORANGO;8;81;7850146675266
PRESUNTO TENDER BATAVO;8;81;7650195527493
SOB CHANDELLE NESTLE CHOCOLATE;8;81;1974699274228
SOBR BATAVO NATURIS 2X100GR CHOCOLATE;8;81;4177816961760
SOBR DR OETKER CREME 70GR MACA CANEL;8;81;8898783879368
SOBREMESA DANONE CORPUS DEL LIGHT;8;81;2079715055788
SOBREMESA DANONE CORPUS DEL MOU/LIGHT;8;81;6125732791818
TODDY PRISMA 24/;8;81;5210425353473
TODINHO BRIGADEIRO;8;81;6231739503398
VIGOR GREGO TRADICIONAL;8;81;3125972964282
VIGOR IOGURTE GREGO ACAI;8;81;6130184086542
VIGOR IOGURTE GREGO JABUTICABA;8;81;9520053422772
VIGOR IOGURTE GREGO KIDS CREME;8;81;4769787586476
VIGOR IOGURTE MIX BLACK &AMP;8;81;8081252578315
YAKULT 6UNIDADE;8;81;3442415233332
YODEL YAKULT UVA VERDE;8;81;7413825108334
YOGURTE NESTLE AERADO MORANGO;8;81;8476828782926
BEBIDA MISTA FRUTEIN TIROL LARANJA;8;81;9691136141343
SOBR LACTEA VIGOR SABONETE BEIJINHO;8;81;4551425540381
SOBREM VIGOR C/AMENDOIM;8;81;4560973208886
SOBREM VIGOR C/CASTANHA CAJU;8;81;8801449109956
SOBREM VIGOR FAROFA AMENDOIM;8;81;9752867317857
SOBREMESA VIGOR DELICATE BRIGADEIRO;8;81;7836168977741
SOBREMESA VIGOR MANJAR DE COCO CAD;8;81;6092279903220
AVIACAO COM SAL LATA;8;81;9338987479898
AVIACAO COM SAL POTE;8;81;2403482123319
AVIACAO COM SAL TABLETE;8;81;7952848348781
AVIACAO CREMOSO LIGHT COPO;8;81;7871354886504
AVIACAO SEM SAL POTE;8;81;1659814910296
AVIACAO SEM SAL TABLETE;8;81;9522940789992
BATAVO COM SAL TABLETE;8;81;3178620447583
CREME QUEIJO TIROLEZ MINAS FRESCAL LIGHT;8;81;4290423793280
FRIMESA SEM SAL POTE;8;81;1629339412268
MANTEIGA COM SAL TEXEIRA 200G;8;81;3051250978041
MANTEIGA TEIXEIRA 8/200;8;81;3296486628730
MANTEMIX R;8;81;6431033401312
VIGOR COM SAL TABLETE;8;81;8791164151863
CATUPIRY CREMOSO LIGHT COM FIBRAS COPO;8;81;4362000080368
CHAMBINHO MAX;8;81;1302035479622
CHAMBINHO MAX 8UNIDADE ;8;81;6134040513216
CHAMYTO CHOCOLATE C/8;8;81;1963204902340
CHAMYTO MORANGO C/FLOCOS R;8;81;1181990449169
CHAMYTO PETIT;8;81;4944170179078
CHEDDAR PROCESSADO POLENGUINHO POLENGHI 80;8;81;8187853821169
CREAM CHEESE DANUBIO LIGHT;8;81;6005845995985
CREAM CHEESE LIGHT PHILADELPHIA 150G;8;81;5162337277971
CREAM CHEESE ORIGINAL PHILADELPHIA 150G;8;81;9338062756395
CREME DE RICOTA TIROLEZ LIGHT;8;81;4582377122542
CREME RICOTA POLENGHI LEVE;8;81;7278960289866
CREME TIROLEZ RICOTA;8;81;4393435284360
DANONINHO ICE MEIO A MEIO CREME MOR;8;81;9863190128899
DANONINHO LIQUIDO MORANGO C/6;8;81;5072576007208
DANONINHO MEIO A MEIO BAN AV MEL;8;81;7163546681543
DANONINHO MORANGO;8;81;3256930856955
DANONINHO PETIT SUISSE COM POLPA DE FRUTAS;8;81;9320946590252
DANONINHO PETIT SUISSE COM POLPA DE MORANGO;8;81;9599039317087
DANUBIO CREMOSO LIGHT COPO;8;81;2495199522733
DANUBIO CREMOSO TRADICIONAL COPO;8;81;6128909266108
DANUBIO CREMOSO ZERO COPO;8;81;7969834037071
LECO CREMOSO TRADICIONAL COPO;8;81;5150971780418
MANTA MICROFIBRA LOONEY TUNES JOLITEX-AZUL;8;81;5612464853244
MINAS FRESCAL CREME TIROLEZ 220;8;81;7011082700080
MINAS FRESCAL PROCESSADO LIGHT POLENGHI 400;8;81;4644015730890
NESTLE NINHO SOLEIL PETIT MOR/BAN/MACARRAO;8;81;1252621083317
NINHO PUREZINHO C8UN;8;81;6020874610817
NINHO SOLEIL 2EM1;8;81;4366766662911
NINHO SOLEIL BANANAE MEL;8;81;9671534355614
NINHO SOLEIL BAND C 8;8;81;5003124837723
NINHO SOLEIL BANDEJA;8;81;4990279072791
PARMESAO RALADO GROSSO FORMAGGIO RENATA 100;8;81;7835342164607
PARMESAO RALADO GROSSO FORMAGGIO RENATA 50;8;81;8610123056949
PATE A BASE QUEIJO;8;81;6446790711969
PATE SADIA;8;81;9273910206344
PAULISTA CREMOSO COM AMIDO TRADICIONAL COPO;8;81;9996731726443
PETIT S VIGOR M/VIT;8;81;8280664185067
PETIT SUISSE CHAMBINHO MAX CHOCOLATE;8;81;2657602340650
PETIT SUISSE CHAMBINHO MOR;8;81;9599743828887
PETIT SUISSE CHAMBINHO MORANGO;8;81;7719150745219
PETIT SUISSE DANONINHO UVA ROXA E VERDE;8;81;5469725895053
PETIT SUISSE MEIO A MEIO SABOR UVA ROXA E UVA VERDE DANONINHO;8;81;4130515643143
PETIT SUISSE VIGOR MORANGO BANANA;8;81;4473640846585
POCOS DE CALDAS CREMOSO LIGHT COPO;8;81;1250427111763
POCOS DE CALDAS CREMOSO ORIGINAL COPO;8;81;9560388584108
POLENGUINHO;8;81;7565903776229
POLENGUINHO POLENGHI LIGHT;8;81;5696081751094
PRATO FATIADO SANDWICH-IN LIGHT POLENGHI 144;8;81;1868519415559
PRATO FATIADO SANDWICH-IN POLENGHI 144;8;81;3997346271587
PROCESSADO POLENGUINHO LIGHT POLENGHI 160;8;81;1926274021836
PROCESSADO POLENGUINHO LIGHT POLENGHI 80;8;81;3725868928930
PROCESSADO POLENGUINHO POLENGHI 20;8;81;1929621908791
PROCESSADO POLENGUINHO POLENGHI 34;8;81;7593262616950
QJ POLENGHI FRESCATINO LIGHT C/ 2UNIDADE;8;81;6641922614406
QJ POLENGUINHO LIGHT C/8 136GR;8;81;4114098454715
QJ POLENGUINHO POCKET C/2 LIGHT 34GR;8;81;8215195352800
QJ TIROLEZ FONDUE;8;81;1518110240733
QUEIJO CHANCLICHE 135GR ARABE C/ZATTAR VACUO;8;81;4586443931950
QUEIJO COTTAGE TIROLEZ 250G;8;81;5766297129366
QUEIJO CREAM CHEESE LIGHT POLENGHI 150G;8;81;7769230243619
QUEIJO CREME DANUBIO LIGHT COPO D-1451;8;81;5891392256724
QUEIJO ECILA COTTAGE;8;81;1698166829959
QUEIJO FRESCATINO LIGHT CAMPO LINDO;8;81;5862116121813
QUEIJO MINAS FRESCAL CREMOSO POLENGHI;8;81;1990289858424
QUEIJO MINAS FRESCAL DANUBIO LIGHT 250G;8;81;6240083573412
QUEIJO PROC POLENGUINHO LIGHT;8;81;3952132097778
QUEIJO TIROLEZ COTTAGE ZERO LACTOSE;8;81;3350798881889
REQ LECO LIGTH CREMOSO CP;8;81;4332223796864
REQUEIJAO CREMOSO LIGHT 250 GR;8;81;1077222418389
REQUEIJAO CREMOSO LIGHT POLENGHI 200G;8;81;3634948837933
REQUEIJAO DANUBIO LIGHT;8;81;8204232392373
REQUEIJAO ITAMBE LIGHT;8;81;1757725512106
REQUEIJAO ITAMBE NOLAC LIGHT;8;81;5220970800229
REQUEIJAO LIGHT CATUPIRY;8;81;3846815284928
REQUEIJAO LIGHT POLENGUINHO;8;81;4784850582080
REQUEIJAO POLENGHI CREMOSO LIGHT;8;81;1038230182282
REQUEIJAO POLENGUINHO POLENGHI 80;8;81;8857611685260
REQUEIJAO TRADICIONAL 12/R;8;81;5887833774889
REQUEIJAO TRADICIONAL NESTLE;8;81;4377632892357
SADIA CREMOSO TRADICIONAL COPO;8;81;4893453630433
TIROLEZ CREMOSO LIGHT COM FIBRAS COPO;8;81;3757362630154
TIROLEZ CREMOSO LIGHT COPO;8;81;4211632480479
TUBINHO CHAMYTO R;8;81;4637681539067
VIGOR CREMOSO LIGHT COPO;8;81;5864878335005
VIGOR IOGURTE GREGO KIDS MORANGO;8;81;6791866087002
SHAMPOO TRATA TRATY GOTA DOURADO;8;81;3112488759484
